sample_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,gse,layout,tissue,condition,sex,...7
SRR25715198,-1.6258156206938756,-0.5784280041102886,0.9061071603428574,-35.2233600343074,60.06861476747972,-27.802731576309846,1.6090477220189028e-13,-1.86533507846581e-13,GSE241361,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
SRR25715200,0.44632764532243374,-0.7209398242424934,0.06269698607844373,13.129086096741934,-49.25473810636677,-51.865804465619185,1.664004996655021e-13,-2.0443400143478194e-13,GSE241361,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
SRR25715206,0.5216077942029733,0.5948379774218209,0.006698193376093755,-50.171636117063706,-28.949291848085846,49.463906034523326,1.758112476062054e-13,-1.9694903980526758e-13,GSE241361,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
SRR25715208,0.6578801811684718,0.7045298509309736,-0.9755023397973988,72.26591005462865,18.13541518697338,30.20463000740538,1.6095322705819432e-13,-1.7545716238070295e-13,GSE241361,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
SRR8327795,-11.314694094506134,-97.34316631353002,-99.56458530173535,-0.2521190252946707,0.06826418039905605,0.17727340056805738,2.2199997673529626e-13,1.5931363099856696e-13,GSE123919,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
SRR8327796,-34.927705820750404,-58.67114131542947,120.66392845069494,0.6651398741188559,-0.324389797915199,0.5889268163457436,1.909257777240491e-13,1.0771880575294158e-13,GSE123919,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
SRR8327799,135.04452827345133,47.811094476476534,5.4340246134828085,-0.4502945379427833,0.6030922614532672,-0.5056555863707786,2.024952485217028e-13,1.1284934397691692e-13,GSE123919,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
SRR8327800,-88.8021283581953,108.20321315248391,-26.533367762443145,0.03727368911873196,-0.3469666439371066,-0.2605446305429987,2.2528891444042796e-13,1.2313182472766446e-13,GSE123919,PAIRED,SPINAL_CORD,SNI,FEMALE,NA
