ensembl_gene_id,gene_symbol_SNI_SC_MUS_DPI_7_FEMALE_GSE241361,baseMean_SNI_SC_MUS_DPI_7_FEMALE_GSE241361,log2FoldChange_SNI_SC_MUS_DPI_7_FEMALE_GSE241361,lfcSE_SNI_SC_MUS_DPI_7_FEMALE_GSE241361,stat_SNI_SC_MUS_DPI_7_FEMALE_GSE241361,pvalue_SNI_SC_MUS_DPI_7_FEMALE_GSE241361,padj_SNI_SC_MUS_DPI_7_FEMALE_GSE241361,gene_symbol_SNI_SC_MUS_DPI_7_MALE_GSE202166,baseMean_SNI_SC_MUS_DPI_7_MALE_GSE202166,log2FoldChange_SNI_SC_MUS_DPI_7_MALE_GSE202166,lfcSE_SNI_SC_MUS_DPI_7_MALE_GSE202166,stat_SNI_SC_MUS_DPI_7_MALE_GSE202166,pvalue_SNI_SC_MUS_DPI_7_MALE_GSE202166,padj_SNI_SC_MUS_DPI_7_MALE_GSE202166
ENSMUSG00000042816,Gpr151,63.49050971885366,2.9457802257599908,0.4014229384256905,7.338345529811569,2.1625029798548786e-13,2.5874348153963616e-10,Gpr151,23.761289134925452,2.6468694010899587,0.6217127637643681,4.257383080031366,2.068337688326275e-5,0.03309419144600749
ENSMUSG00000026628,Atf3,291.31232388025785,4.645307687613891,0.6530717717177713,7.113012518356692,1.1353697641364517e-12,1.2539722364208592e-9,Atf3,182.75262803312444,5.578692946296548,0.6780064019767433,8.228082994543621,1.9023326417841151e-16,2.637393974569498e-12
