ensembl_gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significance,neg_log10_padj
ENSMUSG00000000037,Scml2,0.7574006403912078,-0.9734375878030862,1.399467342720836,-0.6955772086189126,0.4866936434643031,0.6899439785518687,Not Significant,0.16118617128233845
ENSMUSG00000000078,Klf6,197.4040968142305,2.8176056244399494,0.6981620344223837,4.035747413236331,5.4428748221671125e-5,7.416394629803433e-4,Upregulated,3.1298071692375893
ENSMUSG00000000085,Scmh1,38.261274221134904,0.6849013439610565,0.6636972696040808,1.0319484128202376,0.302096284705759,0.5259487412184718,Not Significant,0.27905657997311645
ENSMUSG00000000088,Cox5a,38.56234745939401,-4.19593874183947,0.8467237681244936,-4.95549894758894,7.214491311906463e-7,1.638944221943968e-5,Downregulated,4.785435826486944
ENSMUSG00000000093,Tbx2,63.69117044353179,-0.523888515164915,0.5128884118776053,-1.0214473617117612,0.3070425360120581,0.5310213687745142,Not Significant,0.27488800216875797
ENSMUSG00000000120,Ngfr,699.7701800871532,-0.8389461009714848,0.3834455260905914,-2.1879146942329393,0.02867581673593023,0.10551488904594047,Not Significant,0.9766862534065606
ENSMUSG00000000131,Xpo6,70.53320402203664,0.165124259109119,0.4033183677733382,0.409414180714719,0.6822357346750901,0.8212547204000213,Not Significant,0.0855221211913226
ENSMUSG00000000134,Tfe3,15.798861619458144,1.339871883821662,1.1195163399292811,1.196831020712302,0.23137242463890847,0.4463496717863635,Not Significant,0.3503247802391144
ENSMUSG00000000142,Axin2,3.213094157975875,-2.1453664002731783,1.5893087515745086,-1.3498738984151382,0.17705643550139533,0.3726854162203991,Not Significant,0.4286576015550614
ENSMUSG00000000148,Brat1,30.582663865471012,1.88287744170767,0.548471552765199,3.4329536914264196,5.970440626074186e-4,0.00535722826322442,Upregulated,2.271059848615605
ENSMUSG00000000149,Gna12,3.5892795261852126,-8.956943829312513,2.0658571690069003,-4.335703340816296,1.4529478908652734e-5,2.3221525996946753e-4,Downregulated,3.6341092441031617
