ensembl_gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000066189,Cacng3,7.282841807907494,2.6787501527976745,2.9448090545884367,0.9096515608113184,0.36300629741091367,0.9668931874698516
ENSMUSG00000023243,Kcnk5,1.0580535637623285,2.56959748637196,3.0669785077852674,0.8378270274308257,0.4021278569927319,NA
ENSMUSG00000039725,Trp53rka,9.917023954377246,1.8417584736745312,0.7299975568043978,2.522965257222126,0.01163698975422011,0.8524673603185451
ENSMUSG00000074575,Kcng1,1.1343302219391789,1.270728229709214,1.3699641226294976,0.9275631446976792,0.3536342228761428,NA
ENSMUSG00000040373,Cacng5,136.52777434289456,1.1631790117016607,0.5032041558293059,2.311544923123067,0.02080277481183947,0.9352801924887638
ENSMUSG00000047298,Kcnv2,1.3752943464905742,1.1313740938252683,1.0871821712898109,1.0406481302788744,0.29803888470023715,NA
ENSMUSG00000046168,Kcnrg,5.818782877499647,1.1024142049963677,1.3354758294478877,0.8254842062189384,0.4090967457039525,NA
ENSMUSG00000001901,Kcnh6,3.3136026995808066,0.9246276211037208,1.3063801790856415,0.7077783603168902,0.4790829066377984,NA
ENSMUSG00000027716,Trpc3,2.353839295695259,0.8195158628958105,1.171844835390241,0.6993382042963905,0.484340696785101,NA
ENSMUSG00000018507,Trpv2,34.54486690774052,0.6491017630892456,0.25507548432938004,2.544743822777801,0.01093579344928182,0.8524673603185451
ENSMUSG00000014158,Trpv4,8.6091539501637,0.609391739167423,0.8806285062570953,0.6919963808093148,0.4889396018263016,0.9703616362201752
ENSMUSG00000029503,P2rx2,2.860222387499013,0.5482663725703383,1.8298037999360772,0.2996312351026332,0.7644584560527417,NA
ENSMUSG00000024936,Kcnk7,2.7879517777644107,0.5450338392734467,0.8627426459845836,0.6317455637670958,0.5275531496035826,NA
ENSMUSG00000040896,Kcnd3,23.104063772408523,0.4566933871914084,0.4356430279033465,1.048320202412908,0.2944911048153601,0.9668931874698516
ENSMUSG00000026510,Trp53bp2,19.152542834998624,0.413286369768351,1.2348318974211474,0.3346903903531065,0.7378586511897594,0.9799848079606706
ENSMUSG00000047656,Trpt1,102.27825129543398,0.4044252741643989,0.15348168462329131,2.6350067446616112,0.00841356113158578,0.8236777475745479
ENSMUSG00000053519,Kcnip1,92.26837072358488,0.3857660339773024,0.23347366755500043,1.6522892624986318,0.09847559715377698,0.9668931874698516
ENSMUSG00000032511,Scn5a,17.29488509875627,0.38442440843166253,1.3121222852741647,0.29297910167826924,0.7695381255910078,0.980864442632458
ENSMUSG00000029016,Clcn6,18.52983172213588,0.3679724138242263,0.4929015135865342,0.746543485222276,0.4553391732806856,0.9696910304277452
ENSMUSG00000059552,Trp53,61.176872775673985,0.3541364072303747,0.2028728893976312,1.7456073518836064,0.08087920387492413,0.9668931874698516
ENSMUSG00000042861,Kcna10,1.310357401359718,0.33322933990481385,1.0846687263764212,0.3072176156659749,0.7586777381033241,NA
ENSMUSG00000038319,Kcnh2,70.74502072636467,0.3146978348232111,0.3491816075422581,0.901244017513512,0.3674585919132235,0.9668931874698516
ENSMUSG00000068735,Trp53i11,41.97603654006678,0.31030358488551285,0.19858308130873412,1.5625882267537614,0.11814947924632337,0.9668931874698516
ENSMUSG00000038260,Trpm4,72.2393413308951,0.27875068446599277,0.23004274497886265,1.2117342996042133,0.22561410501409465,0.9668931874698516
ENSMUSG00000047330,Kcne4,19.612653532794003,0.2764463570692218,0.3210972450308097,0.8609427871070535,0.3892695545488937,0.9668931874698516
ENSMUSG00000024957,Kcnk4,81.97359305948486,0.27411381409794006,0.19204660629716885,1.427329643481344,0.15348489997141165,0.9668931874698516
ENSMUSG00000044328,Trp53i13,15.15375626365016,0.27135642706819524,0.44467643625478986,0.6102334302974263,0.5417071874934268,0.9703616362201752
ENSMUSG00000045534,Kcna5,78.67137088582506,0.2703879303757827,0.1873936096822249,1.4428876781566695,0.1490521147550818,0.9668931874698516
ENSMUSG00000075316,Scn9a,235.23137975094016,0.26389706973916355,0.2155970593959732,1.224029077569564,0.22094125856602956,0.9668931874698516
ENSMUSG00000037610,Kcnmb2,68.78820474694037,0.26305464405414003,0.15551579592703432,1.6914979117462854,0.09074174628992128,0.9668931874698516
ENSMUSG00000054342,Kcnn4,1.2658014109366251,0.24405410569013933,1.251029740154047,0.1950825770617471,0.8453283020219573,NA
ENSMUSG00000022758,P2rx6,19.0272776680173,0.22880963724539097,0.3638928697409286,0.6287829640858054,0.5294911545374397,0.9703616362201752
ENSMUSG00000003352,Cacnb3,45.01370096339263,0.19813788772161436,0.33138713541204606,0.5979045851470671,0.5499036002760168,0.9703616362201752
ENSMUSG00000009246,Trpm5,6.6264073155301295,0.17393590919946425,0.5843465413243766,0.29765883238609037,0.7659635668640526,0.980864442632458
ENSMUSG00000018470,Kcnab3,311.8859849789408,0.16475007196756056,0.24266760835362516,0.6789124971614671,0.497193306813024,0.9703616362201752
ENSMUSG00000090122,Kcne5,188.02916977584172,0.1566425428506491,0.25610588045370936,0.611631964768423,0.5407812845867876,0.9703616362201752
ENSMUSG00000021991,Cacna2d3,16.409257038602266,0.1561100723683119,0.6561800572318907,0.23790737107565493,0.8119529383473603,0.9862428508328912
ENSMUSG00000023387,Kcnk16,1.0874725489207142,0.15285321862251908,1.265216304676445,0.12081192603790256,0.903840003687034,NA
ENSMUSG00000028211,Trp53inp1,152.274897816398,0.14379713119361373,0.4164570189943187,0.3452868474659456,0.7298787335566385,0.9797238018611836
ENSMUSG00000009731,Kcnd1,425.57949824938,0.13880137007115248,0.16301615727925103,0.8514577474267292,0.3945151249366952,0.9668931874698516
ENSMUSG00000027748,Trpc4,46.73665557515735,0.13437369181882966,0.2696981774532549,0.49823730025806273,0.6183167948437083,0.9745071673467388
ENSMUSG00000016346,Kcnq2,302.1373523346671,0.1327232777004887,0.17194473266965818,0.7718949899760983,0.44017662488553017,0.9674571665293648
ENSMUSG00000058740,Kcnt1,1804.3045168931992,0.12500348199781114,0.1742666706308731,0.7173114718108669,0.47318193032734,0.9696910304277452
ENSMUSG00000096146,Kcnj11,550.9403379537522,0.12363390280223822,0.13317063978110172,0.9283870904687442,0.35320681257266773,0.9668931874698516
