ensembl_gene_id,gene_symbol,SRR19070041,SRR19070042,SRR19070043,SRR19070035,SRR19070036,SRR19070037,SRR25715198,SRR25715200,SRR25715206,SRR25715208,SRR25715228,SRR25715226,SRR25715220,SRR25715218
ENSMUSG00000026721,Rabgap1l,2990.4339999999997,1469.008,1324.6599999999999,3677.474,1154.8310000000001,1281.1749999999997,3006.7419999999997,2758.656,2655.3019999999997,2720.8889999999997,2742.639,2715.744,2734.836,3028.6880000000006
ENSMUSG00000026723,Trdmt1,18.28,0,8.358,21.346,6.67,7.221,26.784,18.359,15.964,19.256,23.901,18.633,20.483999999999998,28.835
ENSMUSG00000026725,Tnn,8,21,2,9,5,13,15.503,13,8.902,7.032,24,3,15.01,9
ENSMUSG00000026726,Cubn,200,58,61,53,42,58,55.057,50,49,35,55.001,37,61.232,57
ENSMUSG00000026727,Rsu1,6.606,4.301,30.646,16.829,37.941,5.971,13.568999999999999,12.269,15.372,7.122,10.363,5.2059999999999995,4.586,10.547999999999998
ENSMUSG00000026728,Vim,809.3050000000001,1109.9740000000002,977.8679999999999,844.004,827.212,983.0009999999999,1227.096,1707.4340000000002,1355.502,1383.431,1765.056,944.049,1319.948,1230.8400000000001
ENSMUSG00000026730,Pter,30.805,52.602000000000004,32.448,31.217,26.306,32.943,38.505,42.413,41.465,35.809,51.531000000000006,45.847,57.88000000000001,42.010000000000005
ENSMUSG00000026734,4921504E06Rik,0,0,0,0,2,0,3,3,4,3,1,0,1,0
ENSMUSG00000026735,Ptf1a,0,0,0,0,1,0,1,2,1,0,0,1,1,0
ENSMUSG00000026737,Pip4k2a,67.396,23.378,7.407,83.053,19.216,22.26,14.418,22.095,19.434,14.099,11.151,14.629999999999999,12.436,25.049999999999997
ENSMUSG00000026739,Bmi1,1.108,10.024,20.809,39.124,1.254,14.061,8.422,18.157,9.594,33.759,36.112,3.572,26.881999999999998,38.016000000000005
ENSMUSG00000026740,Dnajc1,43.833000000000006,27.142,43.37499999999999,79.128,25.157,31.985,43.187,16.160999999999998,42.817,45.266999999999996,71.464,29.982999999999997,62.422999999999995,60.838
ENSMUSG00000026743,Mllt10,18.409000000000002,33.724,24.699,30.271,8.578,15.854000000000001,39.131,22.032,21.116999999999997,30.903,24.230999999999998,32.578,43.61,25.909999999999997
ENSMUSG00000026748,Plxdc2,0,96.995,91.471,55.143,26.332,0,53.203,77.592,67.052,78.375,0,27.475,58.413,56.615
ENSMUSG00000026749,Nek6,5.681,4.521,2.621,1.053,0,4.616,8.125,0,20.493,0,28.298,21.743000000000002,7.697,14.745
ENSMUSG00000026750,Psmb7,1610,2322.61,2075.48,1704,1764.593,2174.8799999999997,2822.78,2693.0480000000002,2637.007,2844.2490000000003,2836.5389999999998,2969.594,2637.002,2923.725
ENSMUSG00000026751,Nr5a1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000026753,Ppp6c,50.151,5.404,64.83500000000001,15.317,2.348,9.632,76.70100000000001,74.925,33.601,49.172999999999995,40.927,27.145,68.44300000000001,53.655
ENSMUSG00000026754,Golga1,1078.6229999999998,404.166,352.502,794.2940000000001,236.60000000000002,376.977,670.651,545.1080000000001,525.9920000000001,621.842,546.5500000000001,448.9820000000001,636.053,606.125
ENSMUSG00000026755,Arpc5l,279.915,165.309,161.075,313.732,153.299,162.33,210.214,286.204,299.08500000000004,235.065,335.847,233.581,278.199,321.928
ENSMUSG00000026761,Orc4,434.656,340.69399999999996,328.46600000000007,435.252,286.921,300.15,782.858,649.2870000000001,633.2650000000001,636.44,629.802,560.9829999999998,653.0029999999998,737.3090000000001
ENSMUSG00000026764,Kif5c,64.43,256.529,162.824,789.5780000000001,279.989,167.154,14.890999999999998,0,18.225,4.476,7.311,4.423,8.992,7.899
ENSMUSG00000026765,Lypd6b,5.002,3,7,7.047,3,4,7.252,8.439,4.0169999999999995,9.004999999999999,12.991,11.186,10.261,7.292
ENSMUSG00000026766,Mmadhc,118.481,81.643,60.632,121.655,64.64099999999999,60.785,109.034,153.192,139.047,146.261,130.47500000000002,108.28,137.36599999999999,114.53299999999999
ENSMUSG00000026767,Mindy3,585.467,325.076,280.481,605.7200000000001,269.129,308.965,601.0169999999999,562.579,664.721,506.73,555.6480000000001,517.312,454.6099999999999,711.4530000000001
ENSMUSG00000026768,Itga8,22.903,16.301,2.4130000000000003,17.629,2.146,0,1.681,0,0,4.432,2.728,3.86,2.215,0
ENSMUSG00000026770,Il2ra,16.96,17.037,23.6,29.978,16.056,19.875,11.533,12.977,5.83,18.797,24.883,13.365,24.777,15.212
ENSMUSG00000026771,Spopl,63.649,83.20100000000001,82.912,50.008,51.709,88.79599999999999,136.474,121.60000000000001,117.232,159.768,108.256,103.652,115.61399999999999,182.045
ENSMUSG00000026773,Pfkfb3,2279.002,2135.042,1871.9999999999998,2468.9999999999995,1566.001,1921.1469999999997,2307.423,2124.938,2120.125,2054.089,1929.7309999999998,2103.8880000000004,2005.502,2250.0389999999998
ENSMUSG00000026775,Yme1l1,53.312,23.904,9.114,109.537,18.685999999999996,40.171,76.35799999999999,37.30799999999999,87.562,76.20100000000001,80.128,53.896,93.132,98.9
ENSMUSG00000026778,Prkcq,134.012,68.94699999999999,70.967,129.25699999999998,44.872,75.323,199.34799999999998,146.359,219.42100000000005,178.786,106.526,111.74,111.858,225.341
ENSMUSG00000026779,Mastl,78.037,55,45,83.04,18,35,68.684,67.11,51.294,78.773,59.504,53.518,58.125,57.797
ENSMUSG00000026781,Acbd5,2088.945,876.73,656.999,2889.896,635.46,728.811,3098.0840000000003,2326.597,2228.293,2142.217,2284.4030000000002,2136.8840000000005,1728.503,2507.5960000000005
ENSMUSG00000026782,Abi2,191.817,164.269,172.93300000000002,271.959,113.36799999999998,173.959,208.73700000000002,225.84799999999998,170.773,234.575,171.844,178.931,267.618,280.29499999999996
ENSMUSG00000026784,Pdss1,188.583,135.386,157.01000000000002,272.601,96.667,114.156,210.96800000000002,164.75,195.22299999999998,197.071,159.525,169.64700000000002,188.40800000000002,229.891
ENSMUSG00000026785,Pkn3,17.395,31.724999999999998,26.303,18,8.12,12.225999999999999,0,8,2.557,1.599,0,3.023,12,2.83
ENSMUSG00000026786,Apbb1ip,206,105,119,158,72.03999999999999,88,178.031,162.538,203.477,149.98000000000002,99.312,137.94899999999998,81.056,111.001
ENSMUSG00000026787,Gad2,1.187,0,1.374,13.304,0,0,7.729,9.537,7.565,7.461,7.778,3.617,11.452,5.665
ENSMUSG00000026788,Zbtb43,611.068,447.571,455.082,643.01,384.476,474.21,680.6460000000001,643.307,574.094,622.682,578.1,601.4209999999999,633.7959999999999,682.626
ENSMUSG00000026790,Odf2,433.53200000000004,498.63100000000003,433.097,784.368,460.874,437.097,359.211,328.406,311.9,293.865,174.036,173.119,299.63899999999995,353.933
ENSMUSG00000026791,Slc2a8,43.524,99.169,100.08200000000001,21.558,77.91000000000001,82.82799999999999,141.107,128.983,131.775,103.836,159.086,111.473,161.34199999999998,146.87699999999998
ENSMUSG00000026792,Lrsam1,23.19,32.888000000000005,27.130000000000003,38.395999999999994,24.987,28.683999999999997,44.697,32.477,34.59,38.089999999999996,28.747999999999998,15.402000000000001,29.592,35.38699999999999
ENSMUSG00000026796,Niban2,549,902,786.942,611,692.003,815.176,982.578,926.1909999999999,1013.621,963.004,905.957,848.3489999999999,874.951,1002.9
ENSMUSG00000026797,Stxbp1,107.76100000000001,28.774,11.427,25.841,9,11.849,42.108000000000004,57.328,118.241,29.555999999999997,40.521,131.051,57.635000000000005,49.17399999999999
ENSMUSG00000026798,Coq4,32.307,67.678,43.054,101.209,47.998,76.816,97.729,101.279,62.065,61.619,89.38199999999999,92.62299999999999,91.339,105.832
ENSMUSG00000026799,Med27,7.732,4.034,3,1.031,3,4,10.918,9.733999999999998,17.317,4.862,13.073,11.136,2.444,14.389
ENSMUSG00000026803,Ttf1,517.5419999999999,372.81600000000003,345.291,544.868,285.46099999999996,322.95399999999995,445.593,401.66,460.68600000000004,408.287,394.272,410.452,458.449,478.327
ENSMUSG00000026805,Barhl1,12.702,11,9.69,18,9.673,21,3.879,21.534,28,3.231,9.652,13.47,9.721,14.759
ENSMUSG00000026806,Ddx31,157,144.128,142.036,159,114,132,175.054,181.756,178.59799999999998,140.07,184.203,163.146,184.656,173.123
ENSMUSG00000026807,Ak8,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000026809,Spaca9,1,4,0,2,1,2,1,1.6,0,1,1,1,0,0
ENSMUSG00000026810,Dpm2,88.72800000000001,113.834,102.568,78.53200000000001,79.14,121.43700000000001,108.055,100.95400000000001,100.172,122.6,104.30699999999999,79.441,96.25999999999999,113.191
ENSMUSG00000026811,St6galnac6,1187.7120000000002,1099.229,1159.787,1282.9320000000002,391.994,1135.5330000000001,1343.2399999999998,1400.091,841.3359999999999,1248.4180000000001,1192.782,1475.5539999999999,967.4330000000001,1497.3539999999998
ENSMUSG00000026812,Tsc1,112.391,56.498000000000005,94.14500000000001,171.47899999999998,50.001999999999995,44.257999999999996,102.793,81.69800000000001,90.43900000000001,65.96100000000001,68.771,59.394,110.072,79.59599999999999
ENSMUSG00000026814,Eng,2.865,6.73,9.174,4.411,1.14,20.701,0,0,2.36,2.223,3.004,3.235,0,1
ENSMUSG00000026815,Gfi1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026816,Gtf3c5,28.766000000000002,17.985,35.066,24.375,17.752000000000002,25.351999999999997,25.983,32.501000000000005,25.946,24.368,13.883,21.985000000000003,32.263,25.777
ENSMUSG00000026817,Ak1,174.601,51.464999999999996,45.985,247.38299999999998,98.266,112.912,149.01,117.69,103.912,230.79600000000002,101.653,177.674,152.62300000000002,204.02299999999997
ENSMUSG00000026818,Cel,0,0,0,0,0,0,0,2,1,0,0,0,0,1
ENSMUSG00000026819,Slc25a25,162.723,69.017,69.703,214.71699999999998,45.92399999999999,57.763000000000005,62.326,78.614,70.258,62.858000000000004,100.911,70.54599999999999,88.39099999999999,81.995
ENSMUSG00000026820,Ptges2,181.624,225.532,178.609,211.089,183.60600000000002,197.209,237.703,252.29600000000002,251.922,258.389,234.641,264.91200000000003,270.836,245.854
ENSMUSG00000026821,Ralgds,138.002,180.558,131.128,161.27800000000002,162.22699999999998,121.505,119.894,118.91900000000001,154.753,173.618,127.801,149.565,197.54000000000002,148.867
ENSMUSG00000026822,Lcn2,46,50,51,78,19,38,16.053,24,23,15,5.001,52,8,6
ENSMUSG00000026825,Dnm1,1665.8490000000002,2153.749,1985.2330000000002,2264.033,1437.9889999999996,1786.013,570.289,680.866,573.726,662.8020000000001,735.104,785.777,672.7090000000001,667.865
ENSMUSG00000026826,Nr4a2,41.338,0,0,10.071,0,1.417,11.253,0,0,1.376,0,1.054,1.013,1.411
ENSMUSG00000026827,Gpd2,13,15.385,28.022,4.232,12.083,12.181000000000001,4.718,27.688,13.179,11.171,15.522,19.241,8.733999999999998,10.776
ENSMUSG00000026828,Galnt5,1,0,0,0,0,0,4,8,1,5,4.209,5.003,1.55,4.304
ENSMUSG00000026829,Gbgt1,0,2.69,0,0,0,0,11.269,0,0,0,0,0,0,0
ENSMUSG00000026831,Pierce1,0,1.954,6.455,0,0,11.142,3.341,0,0,0,0,4.712,0,0
ENSMUSG00000026832,Cytip,6,4,5,2,1,3,7,2,2,8,10,4,1,1
ENSMUSG00000026833,Olfm1,938.523,1177.565,774.6759999999999,685.009,780.0269999999999,885.703,1173.255,1140.4199999999998,1196.733,1096.2169999999999,1178.971,1376.822,1163.9810000000002,1230.066
ENSMUSG00000026834,Acvr1c,225.993,110,82.002,272.136,96,113.634,299.245,237.247,249.044,241,211.678,215.847,245.184,226.578
ENSMUSG00000026835,Fcnb,0,0,1,0,0,3,1,0,2,0,0,0,3,0
ENSMUSG00000026836,Acvr1,424.048,133.91400000000002,41.297,404.214,232.328,245.196,408.88800000000003,165.012,462.55199999999996,416.303,392.171,281.858,272.44100000000003,349.697
ENSMUSG00000026837,Col5a1,8.656,0,0,0,0,6.548,15.152,13.866,19.036,31.784,52.051,22.088,36.696,40.556
ENSMUSG00000026839,Upp2,387.317,280.169,254.78,359.535,196.213,241.27199999999996,398.57599999999996,391.621,318.81800000000004,361.77200000000005,422.293,304.039,256.14099999999996,444.84200000000004
ENSMUSG00000026840,Lamc3,55,113,106,47,121,147,92,150.141,79.95,96.006,159.986,83,155.022,144
ENSMUSG00000026842,Abl1,747.7660000000002,1278.0739999999998,1083.8880000000001,791.9960000000001,939.14,1118.5549999999998,734.901,767.5149999999999,686.1949999999999,749.13,775.315,689.989,820.529,856.969
ENSMUSG00000026843,Fubp3,31.395,70.576,53.44499999999999,43.58800000000001,44.147999999999996,58.11500000000001,122.462,85.051,112.44200000000001,71.41300000000001,94.382,23.758,86.197,87.981
ENSMUSG00000026848,Tor1b,642,675.999,651.0000000000001,606.999,507.999,660,831.635,841.459,850.27,785.6709999999999,802.559,782.6229999999999,768.79,857.316
ENSMUSG00000026849,Tor1a,149.664,135.973,121.24499999999999,121.583,114.178,148.201,113.83,112.41499999999999,148.602,137.598,141.85399999999998,127.952,129.934,166.82100000000003
ENSMUSG00000026851,BC005624,76.154,87.43100000000001,88.11099999999999,72.58699999999999,48.809,73.88,71.988,52.427,69.874,73.211,79.73599999999999,87.99799999999999,68.71,85.917
ENSMUSG00000026853,Crat,282.592,193.80200000000002,178.481,321.43500000000006,119.487,198.098,385.853,341.263,288.313,359.418,344.52700000000004,345.774,400.007,389.334
ENSMUSG00000026854,Usp20,17.496000000000002,13.026,13.029,11.186,18.468,15.68,17.085,19.586,14.171999999999997,18.701999999999998,9.583,11.243,19.857999999999997,14.700000000000001
ENSMUSG00000026856,Dolpp1,138.813,364.173,285.39,148.322,239.99999999999997,299.53600000000006,258.753,322.132,285.914,295.162,338.80299999999994,264.281,255.513,362.66599999999994
ENSMUSG00000026857,Ntmt1,84.508,81.065,121.741,77.117,56.724000000000004,96.038,253.262,216.272,185.681,202.089,159.76,205.798,163.58999999999997,215.05100000000004
ENSMUSG00000026858,Miga2,268.977,324.815,284.64599999999996,242.90900000000002,285.847,213.827,265.3349999999999,192.452,300.335,192.35500000000002,315.23300000000006,237.474,264.711,289.9069999999999
ENSMUSG00000026860,Sh3glb2,308.896,471.63199999999995,452.70000000000005,279.32199999999995,325.37899999999996,474.35600000000005,649.905,708.0320000000002,686.4630000000001,628.17,628.417,562.2909999999999,564.6830000000001,803.4779999999998
ENSMUSG00000026864,Hspa5,135.05499999999998,74.765,70.083,127.19800000000001,87.953,96.021,131.34,183.35299999999998,111.747,143.555,193.048,107.72999999999999,151.655,157.393
ENSMUSG00000026866,Kynu,4,1,0,3,1,2,0,3,1,6,0,1,2,2
ENSMUSG00000026867,Gapvd1,1936.1309999999999,1390.599,1039.758,1972.291,999.242,1113.4050000000002,1889.53,1727.7129999999997,1755.345,1766.398,1754.9160000000002,1669.498,1567.516,1836.6889999999999
ENSMUSG00000026869,Psmd5,1223,1045.001,974,1301,712.096,904.973,1685.109,1670.0399999999997,1546.18,1649.06,1641.595,1592.3759999999997,1571.969,1746.67
ENSMUSG00000026870,Cutal,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026872,Zeb2,5574.999999999999,3093.2730000000006,2966.2549999999997,5894.002,2347.7969999999996,2903.138,3827.3859999999995,3503.108,3705.1639999999993,3467.7739999999994,3553.405,3237.6469999999995,3644.3920000000007,4105.628
ENSMUSG00000026873,Phf19,2.2039999999999997,6.151999999999999,2.338,2,2.369,0,31,1.183,21.853,0,26.887,7.27,4.3740000000000006,24.843
ENSMUSG00000026874,Hc,8,15,13,7,8,18,9,9,2,2,13,5,12,3
ENSMUSG00000026875,Traf1,31.592,71.7,68.624,35.519000000000005,51.749,45.305,21.128,27.962,22.882,25.105,31.308999999999997,14.267,21.117,29.042
ENSMUSG00000026878,Rab14,356.004,260.808,226.16600000000003,485.167,184.39499999999998,175.28400000000002,639.0989999999999,493.957,476.538,602.956,481.243,441.517,563.012,553.496
ENSMUSG00000026879,Gsn,714.711,692.6150000000001,582.3539999999999,758.9689999999999,468.954,611.5579999999999,385.671,437.64000000000004,317.551,371.337,466.13300000000004,401.86899999999997,425.798,514.906
ENSMUSG00000026880,Stom,257,188,160,276,147,196,166.45299999999997,187.02,141.498,161.93200000000002,223.193,111.74,131.329,151.046
ENSMUSG00000026882,4930568D16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026883,Dab2ip,1293,1723.889,1490.079,1536.9999999999998,1360.9650000000001,1652.2549999999997,1566.183,1734.8679999999997,1652.2760000000003,1432.328,1663.1560000000002,1722.86,1688.5289999999998,1866.0159999999998
ENSMUSG00000026885,Ttll11,374.001,402.99899999999997,359.05,436.999,294.999,368.28499999999997,487.649,530.319,456.785,427.865,533.08,572.756,455.319,508.473
ENSMUSG00000026887,Mrrf,0,6.741,5.543,2.583,2.9530000000000003,0,5.609999999999999,15.173,4.0169999999999995,6.5,8.678,10.167,9.747,11.54
ENSMUSG00000026888,Grb14,172.56300000000002,244.718,213.09599999999998,183.9,160.677,175.31199999999995,271.78999999999996,260.575,220.007,276.955,268.706,212.00400000000002,380.27399999999994,281.239
ENSMUSG00000026889,Rbm18,68.961,33.362,33.543,79.397,43.616,45.812,38.811,33.478,40.39,33.075,46.168,30.711,55.6,34.805
ENSMUSG00000026890,Lhx6,0,0,1.478,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026893,Gca,9.268,1.896,0,3.177,4.205,0,14.465,8.351,14.171,14.085,6.776,18.032,17.608,19.707
ENSMUSG00000026895,Ndufa8,1259,1463,1347.513,1142,1132,1396.874,1830.474,2070.213,1914.352,1801.367,1998.289,2090.476,1987.464,2031.102
ENSMUSG00000026896,Ifih1,2.297,1.255,1.189,6.106,3.433,2.355,6.104,1.194,4.405,2.275,4.758,5.471,4.861,1.061
ENSMUSG00000026904,Slc4a10,1410.783,953.441,880.381,1446.241,599.904,1098.793,2234.3459999999995,1889.388,2017.713,2166.094,2363.239,1902.548,2183.53,2261.5559999999996
ENSMUSG00000026914,Psmd14,107.357,45.97,38.541000000000004,122.572,12.585,17.751,70.97399999999999,46.631,72.684,118.744,73.761,78.684,99.256,100.155
ENSMUSG00000026915,Strbp,3954.6240000000003,2449.57,2188.455,4170.189,1854.024,2178.69,3931.16,3760.976,3554.2490000000003,3491.49,3452.046,3622.829,3799.142,3900.505
ENSMUSG00000026917,Wdr5,8.038,8.038,7.752000000000001,11.011,4.5280000000000005,14.181999999999999,10.91,13.892000000000001,12.399000000000001,16.416,22.912,12.629999999999999,27.727,17.389
ENSMUSG00000026918,Brd3,22.826999999999998,45.673,48.537000000000006,121.087,49.469,32.98,19.027,26.258000000000003,21.866,28.429,20.539,23.167,31.691999999999997,27.898
ENSMUSG00000026919,Lcn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026921,Egfl7,76.905,186.54399999999998,138.505,79.035,149.547,135.63,109.80000000000001,75.75500000000001,84.3,94.828,57.555,50.98,54.345000000000006,67.417
ENSMUSG00000026922,Agpat2,13,24,16.962,44,18,12.588,3.266,1,24.001,3.436,0,25,0,18.93
ENSMUSG00000026923,Notch1,573,866.008,778.067,568,653,918,678.706,622.016,567.806,586.361,684.2850000000001,654.954,700.762,688.987
ENSMUSG00000026924,Sec16a,369.94800000000004,376.392,297.9,425.805,301.88100000000003,441.675,427.34499999999997,554.4940000000001,446.264,370.854,374.65100000000007,460.45500000000004,407.337,477.2729999999999
ENSMUSG00000026925,Inpp5e,207.15599999999998,377.4359999999999,322.676,152.268,316.299,221.924,343.81600000000003,314.181,256.718,287.733,312.33,249.137,362.013,358.30100000000004
ENSMUSG00000026926,Pmpca,28.197000000000003,26.333000000000002,32.376999999999995,31.113,19.249,25.138,36.324,75.642,63.891000000000005,32.096000000000004,72.779,67.278,40.01,72.956
ENSMUSG00000026927,Entr1,851.2099999999999,1027.391,987.755,1058.336,743.0629999999999,970.2650000000002,1179.2329999999997,1133.309,1214.4099999999999,1040.258,1059.8500000000001,958.438,1035.6380000000001,1134.92
ENSMUSG00000026928,Card9,48,40.597,52,5.337,47.233,6.696,38.602000000000004,63.553,78.365,9.564,9.395,46.087,50,9.902000000000001
ENSMUSG00000026930,Gpsm1,526.1709999999999,387.984,426.84400000000005,606.155,290.20300000000003,459.91499999999996,311.841,392.75800000000004,457.8690000000001,345.03499999999997,272.91900000000004,416.221,290.557,327.33299999999997
ENSMUSG00000026931,Spmip5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026932,Nacc2,4.356,20.955000000000002,9.638,17.389,7.731999999999999,27.503999999999998,11.283999999999999,14.828,16.743000000000002,7.398,20.248,8.882,14.64,18.592
ENSMUSG00000026933,Camsap1,1028.665,955.5219999999998,763.2310000000001,1362.1589999999999,719.747,939.5169999999999,1029.569,1048.376,956.641,938.779,1011.9529999999999,1026.9260000000002,999.71,1242.771
ENSMUSG00000026934,Lhx3,7,27,15,13,0,11,24,23,12,14.001000000000001,0,21,22,22.504
ENSMUSG00000026936,Lcn3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026937,Lcn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026938,Fcna,0,1.629,0,0,1,0,0,0,0,0,0,3.095,3.032,0
ENSMUSG00000026939,Tmem141,168.695,341.0299999999999,302.116,189.99899999999997,261,278,323.798,280.049,316.166,317.692,336.569,320.041,329.743,292.192
ENSMUSG00000026940,Ccdc183,0,0,2,0,1,2,0,0,1,0,0,1,0,0
ENSMUSG00000026941,Mamdc4,2,0,4.4190000000000005,5.1690000000000005,4.5920000000000005,2.736,1.251,7.094,9.393,5.59,1,2,1.141,8.112
ENSMUSG00000026942,Traf2,28.431,15.283,15.507,32.408,15.797,11.317,35.577,32.405,57.587,53.936,31.354,33.007,40.36,43.555
ENSMUSG00000026943,Lcn12,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000026944,Abca2,105.626,254.306,227.30999999999997,90.10600000000001,188.386,246.93099999999998,193.85100000000003,187.865,199.543,190.26,238.34900000000002,180.659,163.72299999999998,238.30100000000002
ENSMUSG00000026946,Nmi,3.11,9.328,9.167,2.174,7.075,2.34,4.849,2.776,1.201,2.634,14.298,0,0,6.379
ENSMUSG00000026950,Neb,10.335,4.953,10.669,8.466,2.643,3.926,11.282,36.577999999999996,31.852,27.148,34.67699999999999,12.12,37.83,22.006999999999998
ENSMUSG00000026955,Sapcd2,5.993,10.628,4.441,0,6.227,10.998000000000001,14.195,11.248999999999999,2.697,3.451,4.314,2.95,18.884,0
ENSMUSG00000026956,Uap1l1,186,253.00099999999998,207.00000000000003,200.99900000000002,216.001,224,293.25499999999994,352.2049999999999,299.66600000000005,306.726,323.92,315.354,271.46200000000005,325.321
ENSMUSG00000026958,Dpp7,93.65399999999998,188.897,161.82199999999997,125.84299999999999,121.57700000000001,191.042,153.56900000000002,148.858,161.33300000000003,173.912,165.371,154.985,152.74400000000003,187.65800000000002
ENSMUSG00000026959,Grin1,284.861,309.424,302.265,301.978,256.39099999999996,353.163,226.445,218.351,257.812,164.909,176.628,169.05100000000002,255.62400000000002,214.917
ENSMUSG00000026960,Arl6ip6,14.396,31.785,10.847,11.917,14.905,16.108,43.609,41.288,21.714,34.781,39.075,27.961,19.905,30.489
ENSMUSG00000026963,Tmem210,0,0,0,1,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000026965,Anapc2,154.818,195.571,157.56699999999998,145.17899999999997,155.30399999999997,212.99699999999999,138.09,149.69,88.64200000000001,121.44600000000001,126.69800000000001,118.709,121.601,143.889
ENSMUSG00000026966,Ssna1,58.86299999999999,156.811,117.91,56.503,106.217,149.111,117.40400000000001,143.177,159.448,107.761,199.596,169.96699999999998,216.88,118.32799999999999
ENSMUSG00000026969,Cimip2a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000026970,Rbms1,84.23400000000001,97.869,95.266,67.461,82.304,88.042,93.77199999999999,71.5,82.291,112.938,103.25999999999999,89.13499999999999,131.069,84.298
ENSMUSG00000026971,Itgb6,2,2,1,0,0,0,8,4.698,3.706,5,8,5,8,7
ENSMUSG00000026972,Arrdc1,36.035,92.645,75.80000000000001,67.545,30.805,51.657,72.887,63.649,33.28,34.025999999999996,58.524,33.583999999999996,40.653999999999996,50.902
ENSMUSG00000026974,Zmynd19,412.479,342.637,281.538,381.936,290.221,298.18,468.692,478.646,472.396,481.608,461.928,502.445,517.179,522.111
ENSMUSG00000026975,Dph7,98.97,78.923,48.141000000000005,103.179,42.206,73.14999999999999,76.317,92.864,64.31099999999999,91.21500000000002,95.49799999999999,73.854,136.48399999999998,118.221
ENSMUSG00000026976,Pax8,8.289,13.446,18.576,8.28,12.576,15.809999999999999,19.436999999999998,12.51,5.138,5.557,7.922,12.227,2.8200000000000003,10.007
ENSMUSG00000026977,Marchf7,524.897,318.211,320.324,773.8870000000001,212.584,360.44,740.911,739.78,620.975,637.2489999999999,653.5090000000001,493.91800000000006,678.481,758.458
ENSMUSG00000026979,Psd4,10.757,17.052,9.177,20.196,17.331,7.481999999999999,32.269,43.57,27.782999999999998,44.177,22.946,29.541,44.225,27.191
ENSMUSG00000026980,Ly75,29.733,6.386,3.636,10.16,5.404,10.147,0,4.328,10.984,0,0,0,3.847,12.311
ENSMUSG00000026981,Il1rn,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ENSMUSG00000026983,Il36rn,0,5,0,0,1,7,0,1,0,0,0,0,0,0
ENSMUSG00000026984,Il36a,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000026987,Baz2b,2189.049,1379.925,1131.52,2536.022,976.9449999999999,1212.999,1420.046,1235.7250000000001,1355.972,1256.8760000000002,1273.164,1172.3319999999999,1332.7160000000001,1518.157
ENSMUSG00000026988,Wdsub1,71.17800000000001,119.398,91.59100000000001,73.303,60.792,98.196,102.69399999999999,88.353,118.96199999999999,72.81299999999999,67.187,60.882999999999996,97.511,62.96900000000001
ENSMUSG00000026989,Dapl1,0,0,0,0,0,0,2.164,0,0,0,0,0,0,0
ENSMUSG00000026991,Pkp4,7740.175,3308.118,3030.6090000000004,7379.413999999999,3210.9170000000004,3397.8689999999997,2971.69,2913.6380000000004,2971.2050000000004,2612.8360000000002,2451.752,2488.2990000000004,2619.7160000000003,3333.363
ENSMUSG00000026994,Galnt3,33,8,18,40.001000000000005,15,9,31.999000000000002,32,22.007,38,31.002,26,36,30.536
ENSMUSG00000026999,Nup35,55.578,29.351,22.428,74.873,14.112,25.514,11.901,8.138,14.718,9.98,20.527,19.833000000000002,13.727999999999998,10.332999999999998
ENSMUSG00000027001,Dusp19,716.766,215.773,212.993,592.404,158.499,260.617,305.5,299.623,303.249,315.674,273.176,292.624,295.639,302.68399999999997
ENSMUSG00000027002,Nckap1,19.790999999999997,2.509,11.462,14.336,10.185,2.451,29.345,23.784,9.091999999999999,20.747,5.867000000000001,8.402000000000001,32.861,19.445
ENSMUSG00000027004,Frzb,37.064,42.009,27.803,45.688,23.515,32.303,43.583,59.603,47.687,54.824,43.327,38.266,54.751,24.259
ENSMUSG00000027006,Dnajc10,72.94,46.408,22.311999999999998,74.59200000000001,20.347,33.076,101.02,111.408,70.769,98.333,83.608,73.01400000000001,84.81700000000001,74.655
ENSMUSG00000027007,Itprid2,1734.29,1430.335,1353.105,1852.3779999999997,1236.065,1472,2417.0519999999997,1954.991,1940.279,2125.938,2158.1440000000002,1786.6689999999999,1965.37,2119.066
ENSMUSG00000027009,Itga4,1,1.111,3.291,3.451,0,1.25,0,2.692,2.612,1.012,0,1.068,1.234,2.251
