ensembl_gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000029468,P2rx7,3.3580827146387273,2.075159591171176,1.4805361411282558,1.4016271089402663,0.16102662742653354,0.9999745046429632
ENSMUSG00000030340,Scnn1a,17.169188526088476,1.4840228671820417,1.1874040722519008,1.2498044278790506,0.21137099820456123,0.9999745046429632
ENSMUSG00000046168,Kcnrg,6.0710767524068165,1.4317208268781976,1.578228174297377,0.907169730077589,0.3643170482584104,0.9999745046429632
ENSMUSG00000023387,Kcnk16,2.5829436046596363,1.3063838881977057,1.0469286891876857,1.247825092281435,0.2120951174603883,0.9999745046429632
ENSMUSG00000009246,Trpm5,2.7299782894052864,1.064698941988107,1.00831964662263,1.0559141097312938,0.29100745721304694,0.9999745046429632
ENSMUSG00000075316,Scn9a,292.6865290651816,0.8884395886544664,0.13592455624597968,6.536269922019659,6.3072042863154e-11,4.3123256734722146e-8
ENSMUSG00000040118,Cacna2d1,56.903855602669424,0.6230359560877253,0.22899005125762836,2.7207992341412695,0.0065124300456049,0.35946884501508136
ENSMUSG00000021541,Trpc7,24.860312286645037,0.6026262616640562,0.6965487833048812,0.8651601669660588,0.3869508849301789,0.9999745046429632
ENSMUSG00000029016,Clcn6,21.17347503235107,0.4579311863135207,0.5070992520564767,0.9030405476964104,0.36650437532186264,0.9999745046429632
ENSMUSG00000054934,Kcnmb4,12.071200855564188,0.41679642558164576,0.5165635169241157,0.8068638452507555,0.4197449307746997,0.9999745046429632
ENSMUSG00000059552,Trp53,71.34634886620583,0.40400827805640954,0.24172361473634416,1.6713645396089023,0.09464969561718942,0.9999745046429632
ENSMUSG00000036251,Trpm8,3.742380554377867,0.3937613793212311,1.191432654285827,0.330494029943523,0.7410267028671305,0.9999745046429632
ENSMUSG00000021991,Cacna2d3,28.257194862956673,0.3795110252648032,0.5940838812712378,0.6388172398360894,0.5229418317047256,0.9999745046429632
ENSMUSG00000004317,Clcn5,25.08241837661877,0.3687354108631797,0.37285249720224134,0.9889578684065284,0.32268375559451684,0.9999745046429632
ENSMUSG00000041460,Cacna2d4,101.93272187949802,0.3292031742306491,0.1718211290058198,1.915964445906409,0.05536962137978857,0.9158625458271938
ENSMUSG00000092607,Scnm1,68.11974564089454,0.3177904528014879,0.25169187640899676,1.2626170432496662,0.20672683987481208,0.9999745046429632
ENSMUSG00000005952,Trpv1,3.953121847522414,0.2968816781884868,1.677152556986469,0.17701530904375684,0.8594963645935181,0.9999745046429632
ENSMUSG00000040896,Kcnd3,39.26952179559909,0.26800258340037064,0.30129914361843496,0.88949002702699,0.37373978065241387,0.9999745046429632
ENSMUSG00000030523,Trpm1,15.542379990326406,0.25768902291043705,0.4515038313235463,0.5707349639870007,0.5681793142240135,0.9999745046429632
ENSMUSG00000024112,Cacna1h,149.21265597483534,0.21694578295307743,0.14546669505950932,1.4913776852105325,0.1358623633692078,0.9999745046429632
ENSMUSG00000027748,Trpc4,69.69786774682856,0.1800025802609595,0.23042576384532468,0.7811738464357997,0.434700253724417,0.9999745046429632
ENSMUSG00000026407,Cacna1s,5.839033451509684,0.17120082679565837,0.7474877371960518,0.2290349637545367,0.8188417411621723,0.9999745046429632
ENSMUSG00000022416,Cacna1i,21.8475971962823,0.16601860927373616,0.4361900524587939,0.3806107185111005,0.7034921266907193,0.9999745046429632
ENSMUSG00000018507,Trpv2,33.57344204344936,0.16551934462606344,0.3005952868341203,0.5506385225441116,0.581881495733952,0.9999745046429632
ENSMUSG00000004319,Clcn3,652.1208876684657,0.14464489448336,0.15711591101717723,0.920625374902649,0.35724604945404276,0.9999745046429632
ENSMUSG00000019194,Scn1b,297.6549748283855,0.1317784551787077,0.27698258552714317,0.47576440564995,0.6342422308332476,0.9999745046429632
ENSMUSG00000035681,Kcnc2,134.1349396419813,0.1297062767050921,0.25054331025036575,0.5177000199106404,0.6046675843594917,0.9999745046429632
ENSMUSG00000050556,Kcnb1,68.35030637690164,0.1275091081575916,0.4473540975049627,0.2850294852975546,0.7756215524588838,0.9999745046429632
ENSMUSG00000018470,Kcnab3,496.4722083146937,0.12525221439688675,0.1484050957221616,0.84398863655854,0.3986757555530217,0.9999745046429632
ENSMUSG00000022510,Trp63,102.1920976245502,0.11279349752232712,0.24452597146267308,0.4612741004468111,0.6446019641304583,0.9999745046429632
ENSMUSG00000038324,Trpc4ap,215.0845014993243,0.10761902605887384,0.16004528806530358,0.6724285816834661,0.5013108922177656,0.9999745046429632
ENSMUSG00000054477,Kcnn2,413.9584035160301,0.09166265387049424,0.103128894477163,0.8888164111057367,0.3741017545194173,0.9999745046429632
ENSMUSG00000053519,Kcnip1,174.78881676472554,0.08265214765490475,0.18175108537623336,0.4547546303991026,0.6492857735624907,0.9999745046429632
ENSMUSG00000020723,Cacng4,878.095389127227,0.05110003136782614,0.05811830571820772,0.8792415872477363,0.3792703000276404,0.9999745046429632
ENSMUSG00000032769,Trpa1,22.257017305501545,0.04996251318485401,0.364562841956539,0.13704773892126462,0.890993060871638,0.9999745046429632
ENSMUSG00000047656,Trpt1,158.0463607776087,0.04588699285467354,0.123879482086844,0.3704164086067546,0.7110722496548488,0.9999745046429632
ENSMUSG00000001027,Scn4a,1.455237878843213,0.04384778459253555,1.4970782924406252,0.02928890547270731,0.9766341752580509,NA
ENSMUSG00000045534,Kcna5,85.65867287016451,0.03073051733803636,0.17502005035243412,0.17558283908703592,0.8606216853135743,0.9999745046429632
ENSMUSG00000015968,Cacna1d,904.2649353164109,0.02872340540983287,0.10199972518048082,0.2816027725467787,0.7782481140285359,0.9999745046429632
ENSMUSG00000000794,Kcnn3,553.5321473088408,0.02183490672034804,0.08592702884392968,0.25410987688177905,0.7994106731186552,0.9999745046429632
ENSMUSG00000016346,Kcnq2,474.3446179365688,0.01266637245592389,0.1188590350137731,0.10656634099760394,0.9151330224749236,0.9999745046429632
ENSMUSG00000058740,Kcnt1,2451.3105069745498,0.00953098157998662,0.06965596849935478,0.13682935985700795,0.8911656760892853,0.9999745046429632
ENSMUSG00000075318,Scn2a,162.20214773951977,0.00899041895772247,0.18584605980918897,0.04837562317411023,0.9614168864430412,0.9999745046429632
ENSMUSG00000020882,Cacnb1,61.56646317809966,0.00795676267274536,0.23319673006556724,0.03412038698187658,0.9727811514885571,0.9999745046429632
