ensembl_gene_id,gene_symbol,SRR35143100,SRR35143101,SRR35143102,SRR35143106,SRR35143107,SRR35143108,SRR19070038,SRR19070039,SRR19070040,SRR19070035,SRR19070036,SRR19070037
ENSMUSG00000059483,Gm5528,0,0,0,0,0,0,0,0,0,0,0,0.436917
ENSMUSG00000059486,Kbtbd2,6.785122,0.44025,2.203476,3.0971070000000003,4.601887,6.6197,0.612962,0.526969,0,1.8108090000000001,0,5.341219
ENSMUSG00000059488,Or4k15,0,0,0,0,0,0,0,0.042007,0,0.081548,0,0
ENSMUSG00000059493,Nhs,3.657779,3.923336,3.712335,3.362498,4.305071,4.582911999999999,4.9214590000000005,5.4422999999999995,4.7950479999999995,8.289841,4.946528,4.032194
ENSMUSG00000059495,Arhgef12,5.931518,3.358951,4.158258999999999,5.643282,3.588602,5.751214,8.198297,7.297441,7.224851,14.735507,6.5317490000000005,6.544407
ENSMUSG00000059498,Fcgr3,0,0,0,0,0,0,0,1.740092,0,0,0,2.80635
ENSMUSG00000059503,Or10x4,0,0.089503,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059504,Or2t44,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059518,Znhit1,18.01456,13.625216,15.516975,16.39609,13.100308000000002,17.318555,23.661161,25.961586,21.685994,14.72721,23.373176,26.299875999999998
ENSMUSG00000059534,Uqcr10,57.544773000000006,61.106617,69.51183400000001,54.395824,60.256717,58.387207999999994,92.711911,99.103001,79.22820800000001,38.183511,84.761736,91.096434
ENSMUSG00000059540,Tcea2,19.712412,16.587395,21.198104,19.900195,19.485255,18.596321999999997,82.579174,83.241672,73.246713,66.095793,82.653149,68.259872
ENSMUSG00000059547,Fbxw26,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059552,Trp53,2.759944,0.884218,1.7514319999999999,0.869201,1.670023,2.409776,3.649869,5.5292010000000005,2.981404,2.305694,5.61146,3.255751
ENSMUSG00000059554,Ccdc28a,1.480305,0.501569,0.471066,1.393211,0,0,1.291617,2.98295,1.919332,1.621346,5.383661,2.340582
ENSMUSG00000059555,Tor4a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059562,Ccdc154,0.031088,0.030914,0,0.038773,0,0,0.13701,0.056975,0.062519,0,0.076056,0.310383
ENSMUSG00000059565,Gm5292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059571,Gm16218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059585,Ube2nl,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059588,Calcrl,8.890115999999999,8.990763,7.840576,9.032525,9.024067,8.909437,5.731872,5.284924,5.574969,12.757227,8.172603,6.2291099999999995
ENSMUSG00000059595,Or8g21,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059602,Syn3,0.65032,0.326679,0.26845399999999997,0.43190700000000004,0.38719499999999996,0.27873499999999996,0.558326,1.119187,0.425269,1.110694,1.333352,0.781056
ENSMUSG00000059606,Rnase2b,0,0,0,0,0,0,0,0.189261,0,0,0,0
ENSMUSG00000059610,Or2b11,0.030399,0,0.160922,0,0.061464,0,0.107434,0,0.049029,0,0,0.123526
ENSMUSG00000059623,Or7d9,0.075926,0.037746,0.13035,0.153523,0.094543,0.189836,0.139279,0.065512,0.384232,0.16041,0.090872,0.186494
ENSMUSG00000059626,Rhox3e,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059632,Krtap8-1,0,0,0,0,0,0,0,2.033422,0,0,0.774798,5.733212
ENSMUSG00000059639,Clec4a4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059645,Gm7361,0.979957,1.072051,0.832965,0.637447,0.895252,1.155294,3.833529,3.907885,2.746793,3.230663,1.959303,2.447393
ENSMUSG00000059647,Cbx3-ps7,0.271538,0.436882,0,1.200647,0,0.453768,0,0,0,0,0,0
ENSMUSG00000059648,Rnase11,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059658,Mif-ps6,0,0,0,0.628479,1.302466,0.623094,0,0,0,0,0,0
ENSMUSG00000059663,Samt2b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059668,Krt4,0,0,0,0,0,0,0,0,0,0,0,0
